,name,status,address,lat,long,id,rating,total ratings,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10
86,Phra Samut Chedi District,,"Phra Samut Chedi District, Samut Prakan 10290, Thailand",13.5737973,100.5521142,ChIJoSQMIi6k4jAR8FAMRTeSAQM,,,administrative_area_level_2,political,,,,,,,,
87,Mahakan Fort,OPERATIONAL,"Maha Chai Rd, Khwaeng Wat Bowon Niwet, Phra Nakhon, Bangkok 10200, Thailand",13.7556481,100.5055304,ChIJvRrYdxWZ4jARp3JWoSGK8Wo,4.3,220.0,tourist_attraction,point_of_interest,establishment,,,,,,,
88,Thai Labour Museum,OPERATIONAL,"ถนน มักกะสัน Makkasan, Ratchathewi, Bangkok 10400, Thailand",13.753118,100.549526,ChIJaconpsGe4jARx7HW5feZUZI,4.1,151.0,tourist_attraction,museum,point_of_interest,establishment,,,,,,
89,Siamese Fighting Fish Gallery,OPERATIONAL,"หมู่ 3, 18/1 ซอยวัดราษฎร์รังสรรค์ เพชรหึงส์, พระประแดง, Samut Prakan 10130, Thailand",13.6998738,100.5627375,ChIJCWRulG-f4jARYXrIxp7AWlg,3.9,571.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
90,14 October 73 Memorial,OPERATIONAL,"14, 16 Ratchadamnoen Avenue, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Bangkok 10200, Thailand",13.7568251,100.4991112,ChIJmXGHHBOZ4jARrWIW5CfTW2A,4.0,426.0,tourist_attraction,point_of_interest,establishment,,,,,,,
91,Bangkok Dolls Shop and Museum,OPERATIONAL,"ติดร้าน7 และคอนโด K J S 85 ซอยหมอเหล็ง 11 ซอยรัชฏภัณฑ์ Makkasan, Ratchathewi, Bangkok 10400, Thailand",13.7593263,100.5467859,ChIJT6jrK7-e4jARPstsI9oAJqY,3.9,53.0,museum,tourist_attraction,point_of_interest,store,establishment,,,,,
92,"Easykart.net โกคาร์ท Go-Karting (Bangkok, RCA Plaza)",CLOSED_TEMPORARILY,"31/11 RCA Plaza, 2nd floor, RCA Alley, Bangkapi, Huai Khwang, Bangkok 10320, Thailand",13.7469041,100.5796179,ChIJl5SueVme4jARTtLZFG4qRI8,4.3,523.0,tourist_attraction,point_of_interest,establishment,,,,,,,
93,Bangkok Port,,"Bangkok Port, Khlong Toei, Bangkok 10110, Thailand",13.7037349,100.5754479,ChIJvaaR5J2f4jARbbXF-zeHptY,4.0,137.0,natural_feature,establishment,,,,,,,,
94,Rama IX Bridge,OPERATIONAL,"Chalerm Maha Nakhon Expy, Bang Phong Phang, Yan Nawa, Bangkok 10120, Thailand",13.6825277,100.517762,ChIJyRxPoWqj4jARZIYKbZXr8Qk,4.5,74.0,point_of_interest,establishment,,,,,,,,
95,Coin Museum,OPERATIONAL,"Chakrabongse Rd, Chana Songkhram, Phra Nakhon, Bangkok 10200, Thailand",13.7590235,100.4947399,ChIJQWNLSw2Z4jARukmqw8Kywss,4.3,71.0,tourist_attraction,finance,museum,point_of_interest,establishment,,,,,
96,Naval Museum,CLOSED_TEMPORARILY,"95 Sukhumvit Rd, Pak Nam, Mueang Samut Prakan District, Samut Prakan 10270, Thailand",13.6097107,100.5960312,ChIJJ4isGseg4jAR7XC3v0Q5Fhk,4.1,228.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
97,SAC Gallery,OPERATIONAL,"160, 3 Soi Sukhumvit 39, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",13.7396755,100.570113,ChIJEyfe5-ee4jAR9BBQe4nJFMo,4.5,133.0,art_gallery,tourist_attraction,museum,point_of_interest,establishment,,,,,
98,Rare Stone Museum,OPERATIONAL,"29/2 ม.1 ถนน รังสิต-ปทุม, บ้านกลาง, เมืองปทุมธานี, Pathum Thani 12000, Thailand",14.005211,100.564068,ChIJMzHZ2QKB4jARl4VHUp61ikU,4.0,39.0,museum,tourist_attraction,point_of_interest,store,establishment,,,,,
99,วังปารุสกวัน,OPERATIONAL,"323 Thanon Si Ayutthaya, Khwaeng Dusit, Dusit District, Bangkok 10300, Thailand",13.7680252,100.5106665,ChIJP_lnL2iZ4jARW00e-2law60,4.6,175.0,tourist_attraction,museum,point_of_interest,establishment,,,,,,
100,Sireeruckhachati Nature Learning Park,OPERATIONAL,"999 Phutthamonthon Sai 4 Rd, Salaya, Phutthamonthon District, Nakhon Pathom 73170, Thailand",13.7900742,100.3184078,ChIJXzToNYiT4jARQBfOpDOJ5WE,4.6,395.0,tourist_attraction,park,point_of_interest,establishment,,,,,,
101,Wat Chakrawatrachawat Woramahawihan (Wat Sam Pluem),OPERATIONAL,"ถนน จักรวรรดิ Chakkrawat, Samphanthawong, Bangkok 10100, Thailand",13.7423604,100.5038541,ChIJXcCcKxmZ4jARrxccBExkbdc,4.3,2511.0,church,place_of_worship,point_of_interest,establishment,,,,,,
102,Siriraj Bimuksthan Museum,OPERATIONAL,"Thanon Wang Lang, Siri Rat, Bangkok Noi, Bangkok 10700, Thailand",13.7596192,100.4869166,ChIJZTT0LnWZ4jAR_yN5TakeAkQ,4.7,186.0,tourist_attraction,museum,point_of_interest,establishment,,,,,,
103,The Grand Palace,OPERATIONAL,"Grand Palace Na Phra Lan Road, Grand Palace Bangkok 10200, Thailand",13.7498558,100.4915765,ChIJPzZsMU6Z4jARQUzvk913bCo,4.5,37792.0,point_of_interest,establishment,,,,,,,,
104,Temple of the Emerald Buddha - Wat Phra Si Rattana Satsadaram / Wat Phra Kaew,CLOSED_TEMPORARILY,"Na Phra Lan Rd, Phra Borom Maha Ratchawang, เขตพ ระนคร Bangkok 10200, Thailand",13.7516435,100.4927041,ChIJ5Wl37g6Z4jARiP4itarBPDQ,4.6,20808.0,tourist_attraction,place_of_worship,point_of_interest,establishment,,,,,,
105,Wat Arun Ratchawararam Ratchaworamahawihan,OPERATIONAL,"158 Thanon Wang Doem, Wat Arun, Bangkok Yai, Bangkok 10600, Thailand",13.7437,100.4889265,ChIJaSv_6gaZ4jARnbiUVn6Z_YY,4.6,27832.0,place_of_worship,point_of_interest,establishment,,,,,,,
106,Wat Traimit Withayaram Worawihan,OPERATIONAL,"661 Charoen Krung Rd, Talat Noi, Samphanthawong, Bangkok 10100, Thailand",13.7379703,100.5137418,ChIJWaoiBdmY4jAReVIX1maq_-I,4.5,14999.0,tourist_attraction,place_of_worship,point_of_interest,establishment,,,,,,
107,Wat Phra Chetuphon (Wat Pho),OPERATIONAL,"2 Sanam Chai Rd, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",13.7466078,100.4931179,ChIJgcxFcQWZ4jARLsIR9Qia9H0,4.6,24053.0,place_of_worship,point_of_interest,establishment,,,,,,,
108,Bangkok Art and Culture Centre,OPERATIONAL,"939 Rama I Rd, Wang Mai, Pathum Wan District, Bangkok 10330, Thailand",13.7464993,100.5302449,ChIJfWxvUM2e4jARCxWWp4sC0B4,4.5,13020.0,art_gallery,tourist_attraction,point_of_interest,establishment,,,,,,
109,Wat Benchamabophit Dusitwanaram,OPERATIONAL,"69 ถนน พระรามที่ 5 Dusit, Dusit District, Bangkok 10300, Thailand",13.7665623,100.5141391,ChIJvccM01iZ4jARPwr8_uBuM_8,4.6,5329.0,tourist_attraction,place_of_worship,point_of_interest,establishment,,,,,,
110,Wat Saket (Phu Khao Thong),OPERATIONAL,"344 Thanon Chakkraphatdi Phong, Ban Bat, Pom Prap Sattru Phai, Bangkok 10100, Thailand",13.7538637,100.5065459,ChIJP-MtN12Z4jARlEBmga-oF4w,4.7,795.0,place_of_worship,point_of_interest,establishment,,,,,,,
111,Wat Traimit Withayaram Worawihan,OPERATIONAL,"661 Charoen Krung Rd, Talat Noi, Samphanthawong, Bangkok 10100, Thailand",13.7379703,100.5137418,ChIJWaoiBdmY4jAReVIX1maq_-I,4.5,14999.0,tourist_attraction,place_of_worship,point_of_interest,establishment,,,,,,
112,Wat Suthat Thepwararam Ratchaworahawihan,OPERATIONAL,"146 Bamrung Mueang Rd, Wat Ratchabophit, Phra Nakhon, Bangkok 10200, Thailand",13.751068,100.5010391,ChIJg-IqNBGZ4jAR0dPx_MR-gTk,4.7,3960.0,tourist_attraction,place_of_worship,point_of_interest,establishment,,,,,,
113,Contemporary Art Gallery,OPERATIONAL,"84 Ratchadamnoen Avenue, Wat Bowon Niwet, Phra Nakhon, Bangkok 10200, Thailand",13.7570672,100.5010571,ChIJN4PkjhSZ4jAR3WolPOGAXxE,4.5,490.0,tourist_attraction,museum,point_of_interest,establishment,,,,,,
114,National Gallery,OPERATIONAL,"4 Chao Fa Rd, Chana Songkhram, Phra Nakhon, Bangkok 10200, Thailand",13.7590737,100.4939671,ChIJAcuELQ2Z4jAR3q0DmU_NKkQ,4.1,778.0,museum,point_of_interest,establishment,,,,,,,
115,Museum of Contemporary Art (MOCA BANGKOK),OPERATIONAL,"499 ถนน กำแพงเพชร 6 Lat Yao, Chatuchak, Bangkok 10900, Thailand",13.8522993,100.5630055,ChIJR5NzOMOc4jAR-zcXjSL3h84,4.7,2266.0,tourist_attraction,museum,point_of_interest,establishment,,,,,,
116,The Queen's Gallery,OPERATIONAL,"101 Ratchadamnoen Klang Rd, Wat Bowon Niwet, Phra Nakhon, Bangkok 10200, Thailand",13.7565268,100.5051546,ChIJW6dIDhWZ4jARS2gURqMBgH4,4.5,319.0,art_gallery,tourist_attraction,museum,point_of_interest,establishment,,,,,
117,Wat Paknam Phasi Charoen,OPERATIONAL,"300 Ratchamongkhon Prasat Alley, Pak Khlong Phasi Charoen, Phasi Charoen, Bangkok 10160, Thailand",13.7217182,100.4704142,ChIJvwXXwEWY4jARC2dj117syBA,4.6,4934.0,place_of_worship,point_of_interest,establishment,,,,,,,
118,"Assumption Cathedral, Bangkok",OPERATIONAL,"57 Oriental Ave, Bang Rak, Bangkok 10500, Thailand",13.723032,100.5148853,ChIJO5jA2sSY4jARp7hvVfp1lgg,4.7,728.0,tourist_attraction,church,place_of_worship,point_of_interest,establishment,,,,,
119,Wat Ratchanatdaram School,OPERATIONAL,"2 Maha Chai Rd, Wat Bowon Niwet, Phra Nakhon, Bangkok 10200, Thailand",13.755244,100.5037202,ChIJIyvsshWZ4jAR-_iuDGUJVpU,4.6,89.0,school,tourist_attraction,point_of_interest,establishment,,,,,,
120,Chamchuri Art Gallery,OPERATIONAL,"Chang Wat Bangkok, จังหวัด กรุงเทพมหานคร 10330, Thailand",13.7415873,100.5296549,ChIJYyw4S9Oe4jAR4Jk3xfX1POM,4.3,94.0,art_gallery,point_of_interest,establishment,,,,,,,
121,Wat Rakhang Kositaram Woramahawihan,OPERATIONAL,"250 Arun Amarin Rd, Siri Rat, Bangkok Noi, Bangkok 10700, Thailand",13.7526918,100.4854434,ChIJxT5_co6e4jARocW49sK8GUA,4.6,3139.0,place_of_worship,point_of_interest,establishment,,,,,,,
122,Erawan Shrine,OPERATIONAL,"494 Ratchadamri Rd, Lumphini, Pathum Wan District, Bangkok 10330, Thailand",13.7441994,100.5407094,ChIJcdjtDNCe4jARVBbi7rkb-jA,4.5,3105.0,tourist_attraction,place_of_worship,point_of_interest,establishment,,,,,,
123,Wat Bowonniwet,OPERATIONAL,"248 Phra Sumen Rd, Wat Bowon Niwet, Phra Nakhon, Bangkok 10200, Thailand",13.760275,100.499871,ChIJ_bd56myZ4jAROGViXBy9vP0,4.7,2655.0,place_of_worship,point_of_interest,establishment,,,,,,,
124,Dusit Maha Prasat Hall,OPERATIONAL,"202 Maha Rat Rd, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",13.7501107,100.4905262,ChIJ__8vLA-Z4jARQinQa7LGTsc,4.8,196.0,tourist_attraction,point_of_interest,establishment,,,,,,,
125,Wat Mahathat Yuwararangsarit Royal Palace,OPERATIONAL,"3 ถนน ท่าพระจันทร์ Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",13.7551337,100.4908919,ChIJA7PG9AuZ4jARIyvh-TR_wkA,4.6,1507.0,tourist_attraction,place_of_worship,point_of_interest,establishment,,,,,,
126,Thonburi Palace (Old Palace),OPERATIONAL,"1 Thanon Wang Doem, Wat Arun, Bangkok Yai, Bangkok 10600, Thailand",13.7427987,100.4897153,ChIJnYDfpAaZ4jARcN8dBuD-IS8,4.6,453.0,tourist_attraction,museum,point_of_interest,establishment,,,,,,
127,Sri Maha Mariamman Temple,OPERATIONAL,"2 Pan Rd, Khwaeng Silom, Khet Bang Rak, Bangkok 10500, Thailand",13.7242482,100.5229171,ChIJnyXs5dGY4jARxAURliWpDZg,4.6,7048.0,hindu_temple,tourist_attraction,place_of_worship,point_of_interest,establishment,,,,,
128,Wat Ratchabophit Sathitmahasimaram Ratchaworawihan,OPERATIONAL,"2 Fueang Nakhon Rd, แขวง วัดราชบพิธ Phra Nakhon, Bangkok 10200, Thailand",13.7491085,100.497346,ChIJa4tZORCZ4jARdCUEjuI59eo,4.7,2258.0,place_of_worship,point_of_interest,establishment,,,,,,,
129,Amphorn Sathan Residential Hall,OPERATIONAL,"180 Thanon Si Ayutthaya, Dusit, Dusit District, Bangkok 10300, Thailand",13.7724291,100.5113387,ChIJFyOI0b6Z4jARsfP9cjpVXeU,4.4,56.0,point_of_interest,establishment,,,,,,,,
130,Jim Thompson House Museum,OPERATIONAL,"6 Kasem San 2 Alley, Wang Mai, Pathum Wan District, Bangkok 10330, Thailand",13.7493205,100.5282095,ChIJWVT7hDKZ4jARGJOhe21RhOk,4.4,9508.0,tourist_attraction,museum,point_of_interest,establishment,,,,,,
131,Wat Mangkon Kamalawat (Wat Leng Noei Yi),OPERATIONAL,"423 Charoen Krung Rd, Pom Prap, Pom Prap Sattru Phai, Bangkok 10100, Thailand",13.7438243,100.5096357,ChIJZ-IlRCKZ4jARzgWVA3vA_0k,4.5,9568.0,tourist_attraction,place_of_worship,point_of_interest,establishment,,,,,,
132,Wat Kanlayanamit Woramahawihan,OPERATIONAL,"371 ซอย อรุณอมรินทร์ 6 เเขวง วัดกัลยาณ์ Thon Buri, Bangkok 10600, Thailand",13.7406741,100.4917036,ChIJq8s5zwOZ4jARTWSUwdydTfg,4.6,1671.0,place_of_worship,point_of_interest,establishment,,,,,,,
133,Wat Chana Songkhram Ratchaworamahawihan,OPERATIONAL,"Chakrabongse Rd, Chana Songkhram, Phra Nakhon, Bangkok 10200, Thailand",13.7604893,100.4955576,ChIJtQnBbm2Z4jARtZRoAMhvdKw,4.5,2668.0,place_of_worship,point_of_interest,establishment,,,,,,,
134,Chakri Maha Prasat Throne Hall,OPERATIONAL,"200 Maha Rat Rd, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",13.7500614,100.4912847,ChIJNfNuJA-Z4jARGLI_yKuNzYs,4.7,126.0,tourist_attraction,point_of_interest,establishment,,,,,,,
135,Wat Yannawa,OPERATIONAL,"40 Charoen Krung Rd, Yan Nawa, Sathon, Bangkok 10120, Thailand",13.7174655,100.5134724,ChIJ0a20osaY4jARn4MDBNAhVtM,4.5,2951.0,tourist_attraction,place_of_worship,point_of_interest,establishment,,,,,,
136,Wat Intharawihan (Wat Rai Phrik),OPERATIONAL,"144 ถนน วิสุทธิกษัตริย์ Bang Khun Phrom, Phra Nakhon, Bangkok 10200, Thailand",13.7666595,100.5029667,ChIJ4VPDiQKZ4jARdfHoseVonFk,4.5,1194.0,place_of_worship,point_of_interest,establishment,,,,,,,
137,"Hua Lampong Temple, Thai",OPERATIONAL,"728 Rama IV Rd, Khwaeng Si Phraya, Khet Bang Rak, Bangkok 10500, Thailand",13.7320456,100.5294992,ChIJQeSz1Cqf4jAR4GxPW_MIUbI,4.4,7316.0,place_of_worship,point_of_interest,establishment,,,,,,,
138,Wat Pathum Wanaram Rachaworawihan,OPERATIONAL,"969 Rama I Rd, Khwaeng Pathum Wan, Pathum Wan District, Bangkok 10330, Thailand",13.7460018,100.5370069,ChIJQ7veH86e4jARQ4ENIGGlL0Y,4.6,3309.0,tourist_attraction,place_of_worship,point_of_interest,establishment,,,,,,
139,Saranrom Palace,OPERATIONAL,"Sanam Chai Rd, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",13.7503515,100.4945525,ChIJAfI3tQ-Z4jAR0q5ZQgnV8DE,4.4,70.0,tourist_attraction,point_of_interest,establishment,,,,,,,
140,Golden Palace Hotel,OPERATIONAL,"In Front Of Soun Yu Van Garden Battambang, Cambodia",13.0923712,103.2041556,ChIJKSx4QZFJBTERy4L5EudWOnk,4.0,28.0,lodging,point_of_interest,establishment,,,,,,,
141,The Artist's House,OPERATIONAL,"309 28 Soi Phet Kasem 28, Khuha Sawan, Phasi Charoen, Bangkok 10160, Thailand",13.7312562,100.4632749,ChIJF6uVAzt9HTEROKM0WKZMU7M,4.5,943.0,tourist_attraction,cafe,food,point_of_interest,establishment,,,,,
142,La Lanta Fine Art,OPERATIONAL,"Unit B, 3rd Floor, 2198/10-11 Narathiwas Rajanakarin Road, Soi 22, Chong Nonsi, Yan Nawa, Bangkok 10120, Thailand",13.7039022,100.5369267,ChIJ88FaZPye4jARr1gKX1a8k5w,4.4,24.0,art_gallery,point_of_interest,establishment,,,,,,,
143,ChangChui,OPERATIONAL,"460/8 Sirindhorn Rd, Bang Phlat, Bangkok 10700, Thailand",13.7892227,100.470725,ChIJ22-CLySa4jARj0CDh5NxNL0,4.1,4851.0,tourist_attraction,cafe,restaurant,food,point_of_interest,store,establishment,,,
144,Devasathan,CLOSED_TEMPORARILY,"268 Dinso Rd, Sao Chingcha, Phra Nakhon, Bangkok 10200, Thailand",13.7524102,100.5006067,ChIJccNQThGZ4jAR5AQAkROwMlM,4.5,235.0,hindu_temple,tourist_attraction,place_of_worship,point_of_interest,establishment,,,,,
145,Wat Ratcha Orasaram Ratchaworawihan (Chom Thong),OPERATIONAL,"Ekkachai Rd, Bang Kho, Chom Thong, Bangkok 10150, Thailand",13.7028706,100.4643025,ChIJz7qUkHKY4jARQu_p9G8xoCo,4.7,634.0,tourist_attraction,place_of_worship,point_of_interest,establishment,,,,,,
146,Wat Phitchaya Yatikaram Worawihan,OPERATIONAL,"Somdet Chao Phraya Rd, Somdet Chao Phraya, Khlong San, Bangkok 10600, Thailand",13.7331612,100.4968464,ChIJbUrqI-OY4jAR-APcUf_x5YU,4.6,898.0,tourist_attraction,place_of_worship,point_of_interest,establishment,,,,,,
147,Wat Thep Sirinthrawat Ratchaworawihan,OPERATIONAL,"1464 Krung Kasem Rd, Wat Thepsirin, Pom Prap Sattru Phai, Bangkok 10100, Thailand",13.7461226,100.515982,ChIJozKHLjuZ4jARn5r5lu1l8dc,4.4,1391.0,place_of_worship,point_of_interest,establishment,,,,,,,
148,The Jam Factory,OPERATIONAL,"41/1-5 Charoen Nakhon Rd, Khlong San, Bangkok 10600, Thailand",13.7293698,100.5100673,ChIJ8yWNLNyY4jAR4FamENayG7o,4.2,1658.0,tourist_attraction,book_store,point_of_interest,store,establishment,,,,,
149,Wat Chaloem Phrakiat Worawihan,OPERATIONAL,"Wat Chaloem Phrakiat Alley, Bang Si Muang, Mueang Nonthaburi District, Nonthaburi 11000, Thailand",13.8480079,100.484395,ChIJGybw1OGa4jAR2kj9WAC84W4,4.6,520.0,place_of_worship,point_of_interest,establishment,,,,,,,
150,"Wat Mahabut (Mae Nak, Phra Khanong)",OPERATIONAL,"ซอย สุขุมวิท 77 Suan Luang, Bangkok 10250, Thailand",13.7148723,100.606661,ChIJobyO3cOf4jARPQkpRZv8O94,4.6,3890.0,tourist_attraction,place_of_worship,point_of_interest,establishment,,,,,,
151,Sathira Dhammasathan Meditation Center,OPERATIONAL,"23 ถนน วัชรพล Tha Raeng, Bang Khen, Bangkok 10230, Thailand",13.8567608,100.6401614,ChIJ6zwY7bdiHTERHE-KyQAeUUg,4.6,830.0,point_of_interest,establishment,,,,,,,,
152,Wat Suwannaram Ratchaworawihan,OPERATIONAL,"ซอย จรัญสนิทวงศ์ 32 Siri Rat, Bangkok Noi, Bangkok 10700, Thailand",13.7633017,100.4768254,ChIJQxYWD5mZ4jARX0fmB7938Jc,4.5,380.0,tourist_attraction,place_of_worship,point_of_interest,establishment,,,,,,
153,Royal Hall of Borom Phiman,OPERATIONAL,"Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",13.7504504,100.4930537,ChIJ44vx_w6Z4jARq0ertA38M0k,4.5,41.0,tourist_attraction,premise,point_of_interest,establishment,,,,,,
154,YELO House,OPERATIONAL,"20, 2 Rama I Rd, Wang Mai, Pathum Wan District, Bangkok 10330, Thailand",13.748893,100.5296076,ChIJvU1v1cye4jARwCOjtxivaVU,4.3,576.0,art_gallery,cafe,restaurant,food,point_of_interest,store,establishment,,,
155,Wat Ratchapradit Sathitmahasimarama Ratchaworawihan (Wat Ratchapradit Sathit Dhammayuttikaram),OPERATIONAL,"ถนนสราญรมย์ Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",13.7496473,100.4955076,ChIJQ4oFJxCZ4jAR9yYUnLy-aS0,4.6,443.0,tourist_attraction,place_of_worship,point_of_interest,establishment,,,,,,
156,Rai Khing temple,,"Rai Khing temple, Tambon Rai Khing, Amphoe Sam Phran, Chang Wat Nakhon Pathom 73210, Thailand",13.742578,100.2598811,ChIJ8zWf0tTq4jARQ3_ZsFoPun0,,,premise,,,,,,,,,
157,Thailand Creative & Design Center (TCDC),CLOSED_TEMPORARILY,"Central Post Office, 1160 Charoen Krung Rd, Bang Rak, Bangkok 10500, Thailand",13.7266985,100.5156235,ChIJ_2a1LQKf4jAR8ya-XxsPfCg,4.7,354.0,tourist_attraction,point_of_interest,establishment,,,,,,,
158,วังจักรพงษ์ Chakrabongse Palace,OPERATIONAL,"Maharaj Road Khwaeng Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",13.7437378,100.4928294,ChIJJdaxjASZ4jARxicmTJswcJs,4.9,8.0,point_of_interest,establishment,,,,,,,,
159,Wat Dhammamongkol,OPERATIONAL,"132 Punnawithi 20, Bang Chak, Phra Khanong, Bangkok 10260, Thailand",13.6878485,100.6151318,ChIJAQEzRf-f4jARR6eNfs8yoGg,4.7,2233.0,tourist_attraction,place_of_worship,point_of_interest,establishment,,,,,,
160,Dev Mandir Temple Hindu Samaj Bangkok,OPERATIONAL,"136, สำราญราษฎร์ 1-2 Siri Phong Rd, Sao Chingcha, Phra Nakhon, Bangkok 10200, Thailand",13.7505674,100.5024803,ChIJn6da2RaZ4jAROhdfiSB9D3U,4.7,195.0,hindu_temple,place_of_worship,point_of_interest,establishment,,,,,,
161,Number 1 Gallery,OPERATIONAL,"19 Soi Silom 21, Silom, Bang Rak, Bangkok 10500, Thailand",13.7211275,100.5186129,ChIJYbz_xs-Y4jAR47MqwMDY87c,4.4,123.0,art_gallery,tourist_attraction,museum,point_of_interest,establishment,,,,,
162,Wat Si Kan,OPERATIONAL,"Thanon Song Prapha, Si Kan, Don Mueang, Bangkok 10210, Thailand",13.9324909,100.5673165,ChIJVVVVVUWC4jAREMbLaTqKdi8,4.2,304.0,place_of_worship,point_of_interest,establishment,,,,,,,
163,Nova Contemporary,OPERATIONAL,"Ground Floor of Baan Somthavil, Soi Mahadlek- Luang 3, Rajdamri Road, Lumpini, Thailand,, Lumphini, Pathum Wan District, Bangkok 10330, Thailand",13.7389562,100.5405614,ChIJ1Vk4Wdee4jARti6xbr7k2no,4.4,38.0,art_gallery,tourist_attraction,museum,point_of_interest,establishment,,,,,
164,Varadis Palace Museum & Library,OPERATIONAL,"204 Lan Luang Rd, Khlong Maha Nak, Pom Prap Sattru Phai, Bangkok 10100, Thailand",13.7556421,100.5128894,ChIJqSH-1jiZ4jAROSG92jGpxcM,4.7,58.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
165,Gallery VER,OPERATIONAL,"10 ซอย นราธิวาสราชนครินทร์ 22 Chong Nonsi, Yan Nawa, Bangkok 10120, Thailand",13.704095,100.537305,ChIJ2Uwq706f4jARO48YekVBPNU,4.5,52.0,art_gallery,tourist_attraction,museum,point_of_interest,establishment,,,,,
166,Art Centre Silpakorn University,OPERATIONAL,"31 Na Phra Lan Rd, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",13.7528494,100.4899283,ChIJsQW2s6CZ4jARKCwV_40G50c,4.0,4.0,art_gallery,museum,point_of_interest,establishment,,,,,,
